,tijdstip;locatie;component;waarde;LKI
2019-01-30 11:00:00+01:00;Amsterdam-Vondelpark;NO;7,3;1
2019-01-30 11:00:00+01:00;Amsterdam-Vondelpark;O3;15,4;2
2019-01-30 11:00:00+01:00;Amsterdam-Vondelpark;FN;0,96;1
2019-01-30 11:00:00+01:00;Amsterdam-Vondelpark;PM10;20,3;3
2019-01-30 11:00:00+01:00;Amsterdam-Vondelpark;PM25;1,1;1
2019-01-30 11:00:00+01:00;Amsterdam-Vondelpark;NO2;38,5;4
2019-01-30 12:00:00+01:00;Amsterdam-Vondelpark;CO;346,9;2
2019-01-30 12:00:00+01:00;Amsterdam-Vondelpark;NO;9,2;1
2019-01-30 12:00:00+01:00;Amsterdam-Vondelpark;O3;15,4;2
2019-01-30 12:00:00+01:00;Amsterdam-Vondelpark;FN;1,08;2
2019-01-30 12:00:00+01:00;Amsterdam-Vondelpark;PM10;24,4;3
2019-01-30 12:00:00+01:00;Amsterdam-Vondelpark;NO2;41,3;4
2019-01-30 13:00:00+01:00;Amsterdam-Vondelpark;CO;398,1;2
2019-01-30 13:00:00+01:00;Amsterdam-Vondelpark;NO;15,5;2
2019-01-30 13:00:00+01:00;Amsterdam-Vondelpark;O3;13,2;1
2019-01-30 13:00:00+01:00;Amsterdam-Vondelpark;FN;1,42;2
2019-01-30 13:00:00+01:00;Amsterdam-Vondelpark;PM10;27,1;3
2019-01-30 13:00:00+01:00;Amsterdam-Vondelpark;PM25;21,2;4
2019-01-30 13:00:00+01:00;Amsterdam-Vondelpark;NO2;49,0;5
2019-01-30 14:00:00+01:00;Amsterdam-Vondelpark;CO;449,2;2
2019-01-30 14:00:00+01:00;Amsterdam-Vondelpark;NO;18,3;2
2019-01-30 14:00:00+01:00;Amsterdam-Vondelpark;O3;12,8;1
2019-01-30 14:00:00+01:00;Amsterdam-Vondelpark;FN;1,59;2
2019-01-30 14:00:00+01:00;Amsterdam-Vondelpark;PM10;29,2;3
2019-01-30 14:00:00+01:00;Amsterdam-Vondelpark;PM25;18,0;3
2019-01-30 14:00:00+01:00;Amsterdam-Vondelpark;NO2;53,7;5
2019-01-30 15:00:00+01:00;Amsterdam-Vondelpark;CO;393,7;2
2019-01-30 15:00:00+01:00;Amsterdam-Vondelpark;NO;10,4;2
2019-01-30 15:00:00+01:00;Amsterdam-Vondelpark;O3;17,3;2
2019-01-30 15:00:00+01:00;Amsterdam-Vondelpark;FN;1,23;2
2019-01-30 15:00:00+01:00;Amsterdam-Vondelpark;PM10;19,4;2
2019-01-30 15:00:00+01:00;Amsterdam-Vondelpark;PM25;14,7;2
2019-01-30 15:00:00+01:00;Amsterdam-Vondelpark;NO2;48,4;5
2019-01-30 16:00:00+01:00;Amsterdam-Vondelpark;CO;396,5;2
2019-01-30 16:00:00+01:00;Amsterdam-Vondelpark;NO;7,6;1
2019-01-30 16:00:00+01:00;Amsterdam-Vondelpark;O3;20,0;2
2019-01-30 16:00:00+01:00;Amsterdam-Vondelpark;FN;1,06;2
2019-01-30 16:00:00+01:00;Amsterdam-Vondelpark;PM10;16,8;2
2019-01-30 16:00:00+01:00;Amsterdam-Vondelpark;PM25;14,2;2
2019-01-30 16:00:00+01:00;Amsterdam-Vondelpark;NO2;45,1;5
2019-01-30 17:00:00+01:00;Amsterdam-Vondelpark;CO;361,5;2
2019-01-30 17:00:00+01:00;Amsterdam-Vondelpark;NO;2,8;1
2019-01-30 17:00:00+01:00;Amsterdam-Vondelpark;O3;24,0;2
2019-01-30 17:00:00+01:00;Amsterdam-Vondelpark;FN;0,95;1
2019-01-30 17:00:00+01:00;Amsterdam-Vondelpark;PM10;14,5;2
2019-01-30 17:00:00+01:00;Amsterdam-Vondelpark;PM25;13,1;2
2019-01-30 17:00:00+01:00;Amsterdam-Vondelpark;NO2;43,2;4
2019-01-30 18:00:00+01:00;Amsterdam-Vondelpark;CO;351,9;2
2019-01-30 18:00:00+01:00;Amsterdam-Vondelpark;NO;0,8;1
2019-01-30 18:00:00+01:00;Amsterdam-Vondelpark;O3;28,3;2
2019-01-30 18:00:00+01:00;Amsterdam-Vondelpark;FN;0,92;1
2019-01-30 18:00:00+01:00;Amsterdam-Vondelpark;PM10;16,9;2
2019-01-30 18:00:00+01:00;Amsterdam-Vondelpark;PM25;10,7;2
2019-01-30 18:00:00+01:00;Amsterdam-Vondelpark;NO2;39,4;4
2019-01-30 19:00:00+01:00;Amsterdam-Vondelpark;CO;353,8;2
2019-01-30 19:00:00+01:00;Amsterdam-Vondelpark;NO;0,7;1
2019-01-30 19:00:00+01:00;Amsterdam-Vondelpark;O3;17,6;2
2019-01-30 19:00:00+01:00;Amsterdam-Vondelpark;FN;1,12;2
2019-01-30 19:00:00+01:00;Amsterdam-Vondelpark;PM10;15,2;2
2019-01-30 19:00:00+01:00;Amsterdam-Vondelpark;PM25;11,1;2
2019-01-30 19:00:00+01:00;Amsterdam-Vondelpark;NO2;51,0;5
2019-01-30 20:00:00+01:00;Amsterdam-Vondelpark;CO;393,6;2
2019-01-30 20:00:00+01:00;Amsterdam-Vondelpark;NO;3,6;1
2019-01-30 20:00:00+01:00;Amsterdam-Vondelpark;O3;3,8;1
2019-01-30 20:00:00+01:00;Amsterdam-Vondelpark;FN;1,22;2
2019-01-30 20:00:00+01:00;Amsterdam-Vondelpark;PM10;14,3;2
2019-01-30 20:00:00+01:00;Amsterdam-Vondelpark;PM25;12,1;2
2019-01-30 20:00:00+01:00;Amsterdam-Vondelpark;NO2;63,2;6
2019-01-30 21:00:00+01:00;Amsterdam-Vondelpark;CO;385,2;2
2019-01-30 21:00:00+01:00;Amsterdam-Vondelpark;NO;4,3;1
2019-01-30 21:00:00+01:00;Amsterdam-Vondelpark;O3;7,1;1
2019-01-30 21:00:00+01:00;Amsterdam-Vondelpark;FN;1,1;2
2019-01-30 21:00:00+01:00;Amsterdam-Vondelpark;PM10;12,2;2
2019-01-30 21:00:00+01:00;Amsterdam-Vondelpark;PM25;8,9;1
2019-01-30 21:00:00+01:00;Amsterdam-Vondelpark;NO2;63,9;6
2019-01-30 22:00:00+01:00;Amsterdam-Vondelpark;CO;283,4;2
2019-01-30 22:00:00+01:00;Amsterdam-Vondelpark;NO;0,8;1
2019-01-30 22:00:00+01:00;Amsterdam-Vondelpark;O3;55,1;4
2019-01-30 22:00:00+01:00;Amsterdam-Vondelpark;FN;0,39;1
2019-01-30 22:00:00+01:00;Amsterdam-Vondelpark;PM10;8,2;1
2019-01-30 22:00:00+01:00;Amsterdam-Vondelpark;PM25;3,5;1
2019-01-30 22:00:00+01:00;Amsterdam-Vondelpark;NO2;23,9;3
2019-01-30 23:00:00+01:00;Amsterdam-Vondelpark;CO;376,3;2
2019-01-30 23:00:00+01:00;Amsterdam-Vondelpark;NO;2,4;1
2019-01-30 23:00:00+01:00;Amsterdam-Vondelpark;O3;24,2;2
2019-01-30 23:00:00+01:00;Amsterdam-Vondelpark;FN;0,85;1
2019-01-30 23:00:00+01:00;Amsterdam-Vondelpark;PM10;16,5;2
2019-01-30 23:00:00+01:00;Amsterdam-Vondelpark;PM25;3,8;1
2019-01-30 23:00:00+01:00;Amsterdam-Vondelpark;NO2;42,9;4
2019-01-31 00:00:00+01:00;Amsterdam-Vondelpark;CO;347,4;2
2019-01-31 00:00:00+01:00;Amsterdam-Vondelpark;NO;1,0;1
2019-01-31 00:00:00+01:00;Amsterdam-Vondelpark;O3;19,1;2
2019-01-31 00:00:00+01:00;Amsterdam-Vondelpark;FN;0,92;1
2019-01-31 00:00:00+01:00;Amsterdam-Vondelpark;PM10;15,6;2
2019-01-31 00:00:00+01:00;Amsterdam-Vondelpark;PM25;10,4;2
2019-01-31 00:00:00+01:00;Amsterdam-Vondelpark;NO2;44,0;4
2019-01-31 01:00:00+01:00;Amsterdam-Vondelpark;O3;18,2;2
2019-01-31 01:00:00+01:00;Amsterdam-Vondelpark;CO;314,9;2
2019-01-31 01:00:00+01:00;Amsterdam-Vondelpark;NO;0,3;1
2019-01-31 01:00:00+01:00;Amsterdam-Vondelpark;FN;0,87;1
2019-01-31 01:00:00+01:00;Amsterdam-Vondelpark;PM10;14,5;2
2019-01-31 01:00:00+01:00;Amsterdam-Vondelpark;PM25;16,2;3
2019-01-31 01:00:00+01:00;Amsterdam-Vondelpark;NO2;39,8;4
2019-01-31 02:00:00+01:00;Amsterdam-Vondelpark;CO;296,7;2
2019-01-31 02:00:00+01:00;Amsterdam-Vondelpark;NO;0,3;1
2019-01-31 02:00:00+01:00;Amsterdam-Vondelpark;O3;28,6;2
2019-01-31 02:00:00+01:00;Amsterdam-Vondelpark;FN;0,67;1
2019-01-31 02:00:00+01:00;Amsterdam-Vondelpark;PM10;11,6;2
2019-01-31 02:00:00+01:00;Amsterdam-Vondelpark;PM25;6,9;1
2019-01-31 02:00:00+01:00;Amsterdam-Vondelpark;NO2;39,9;4
2019-01-31 03:00:00+01:00;Amsterdam-Vondelpark;CO;191,8;1
2019-01-31 03:00:00+01:00;Amsterdam-Vondelpark;NO;0,2;1
2019-01-31 03:00:00+01:00;Amsterdam-Vondelpark;O3;64,0;5
2019-01-31 03:00:00+01:00;Amsterdam-Vondelpark;FN;0,1;1
2019-01-31 03:00:00+01:00;Amsterdam-Vondelpark;PM10;5,7;1
2019-01-31 03:00:00+01:00;Amsterdam-Vondelpark;PM25;2,3;1
2019-01-31 03:00:00+01:00;Amsterdam-Vondelpark;NO2;12,2;2
2019-01-31 04:00:00+01:00;Amsterdam-Vondelpark;CO;185,7;1
2019-01-31 04:00:00+01:00;Amsterdam-Vondelpark;NO;0,0;1
2019-01-31 04:00:00+01:00;Amsterdam-Vondelpark;O3;67,5;5
2019-01-31 04:00:00+01:00;Amsterdam-Vondelpark;FN;0,08;1
2019-01-31 04:00:00+01:00;Amsterdam-Vondelpark;PM10;2,4;1
2019-01-31 04:00:00+01:00;Amsterdam-Vondelpark;PM25;-2,3;1
2019-01-31 04:00:00+01:00;Amsterdam-Vondelpark;NO2;7,0;1
2019-01-31 05:00:00+01:00;Amsterdam-Vondelpark;CO;198,9;1
2019-01-31 05:00:00+01:00;Amsterdam-Vondelpark;NO;0,2;1
2019-01-31 05:00:00+01:00;Amsterdam-Vondelpark;FN;0,16;1
2019-01-31 05:00:00+01:00;Amsterdam-Vondelpark;PM10;2,5;1
2019-01-31 05:00:00+01:00;Amsterdam-Vondelpark;PM25;-0,7;1
2019-01-31 05:00:00+01:00;Amsterdam-Vondelpark;NO2;15,9;2
2019-01-31 05:00:00+01:00;Amsterdam-Vondelpark;O3;56,0;4
2019-01-31 06:00:00+01:00;Amsterdam-Vondelpark;PM10;5,1;1
2019-01-31 06:00:00+01:00;Amsterdam-Vondelpark;CO;212,5;1
2019-01-31 06:00:00+01:00;Amsterdam-Vondelpark;NO;0,0;1
2019-01-31 06:00:00+01:00;Amsterdam-Vondelpark;O3;47,0;4
2019-01-31 06:00:00+01:00;Amsterdam-Vondelpark;FN;0,21;1
2019-01-31 06:00:00+01:00;Amsterdam-Vondelpark;PM25;-1,1;1
2019-01-31 06:00:00+01:00;Amsterdam-Vondelpark;NO2;21,9;3
2019-01-31 07:00:00+01:00;Amsterdam-Vondelpark;CO;268,6;2
2019-01-31 07:00:00+01:00;Amsterdam-Vondelpark;NO;2,9;1
2019-01-31 07:00:00+01:00;Amsterdam-Vondelpark;O3;10,2;1
2019-01-31 07:00:00+01:00;Amsterdam-Vondelpark;PM10;11,1;2
2019-01-31 07:00:00+01:00;Amsterdam-Vondelpark;PM25;4,3;1
2019-01-31 07:00:00+01:00;Amsterdam-Vondelpark;NO2;44,5;4
2019-01-31 07:00:00+01:00;Amsterdam-Vondelpark;FN;1,02;2
2019-01-31 08:00:00+01:00;Amsterdam-Vondelpark;CO;340,9;2
2019-01-31 08:00:00+01:00;Amsterdam-Vondelpark;NO;22,9;2
2019-01-31 08:00:00+01:00;Amsterdam-Vondelpark;O3;-1,3;1
2019-01-31 08:00:00+01:00;Amsterdam-Vondelpark;FN;1,75;2
2019-01-31 08:00:00+01:00;Amsterdam-Vondelpark;PM10;27,8;3
2019-01-31 08:00:00+01:00;Amsterdam-Vondelpark;PM25;12,6;2
2019-01-31 08:00:00+01:00;Amsterdam-Vondelpark;NO2;63,3;6
2019-01-31 09:00:00+01:00;Amsterdam-Vondelpark;CO;401,1;2
2019-01-31 09:00:00+01:00;Amsterdam-Vondelpark;NO;35,3;3
2019-01-31 09:00:00+01:00;Amsterdam-Vondelpark;O3;-0,4;1
2019-01-31 09:00:00+01:00;Amsterdam-Vondelpark;FN;1,83;2
2019-01-31 09:00:00+01:00;Amsterdam-Vondelpark;PM25;12,2;2
2019-01-31 09:00:00+01:00;Amsterdam-Vondelpark;NO2;71,5;6
2019-01-31 09:00:00+01:00;Amsterdam-Vondelpark;PM10;22,9;3
2019-01-31 10:00:00+01:00;Amsterdam-Vondelpark;CO;430,7;2
2019-01-31 10:00:00+01:00;Amsterdam-Vondelpark;NO;38,8;3
2019-01-31 10:00:00+01:00;Amsterdam-Vondelpark;O3;3,6;1
2019-01-31 10:00:00+01:00;Amsterdam-Vondelpark;FN;1,84;2
2019-01-31 10:00:00+01:00;Amsterdam-Vondelpark;PM10;16,9;2
2019-01-31 10:00:00+01:00;Amsterdam-Vondelpark;PM25;10,4;2
2019-01-31 10:00:00+01:00;Amsterdam-Vondelpark;NO2;69,8;6
2019-01-31 11:00:00+01:00;Amsterdam-Vondelpark;CO;386,1;2
2019-01-31 11:00:00+01:00;Amsterdam-Vondelpark;O3;6,1;1
2019-01-31 11:00:00+01:00;Amsterdam-Vondelpark;FN;1,86;2
2019-01-31 11:00:00+01:00;Amsterdam-Vondelpark;PM10;22,6;3
2019-01-31 11:00:00+01:00;Amsterdam-Vondelpark;PM25;17,0;3
2019-01-31 11:00:00+01:00;Amsterdam-Vondelpark;NO2;62,8;6
2019-01-31 11:00:00+01:00;Amsterdam-Vondelpark;NO;34,2;3
2019-01-31 12:00:00+01:00;Amsterdam-Vondelpark;CO;317,5;2
2019-01-31 12:00:00+01:00;Amsterdam-Vondelpark;NO;12,8;2
2019-01-31 12:00:00+01:00;Amsterdam-Vondelpark;O3;15,0;2
2019-01-31 12:00:00+01:00;Amsterdam-Vondelpark;FN;1,32;2
2019-01-31 12:00:00+01:00;Amsterdam-Vondelpark;PM10;29,7;3
2019-01-31 12:00:00+01:00;Amsterdam-Vondelpark;PM25;24,3;4
2019-01-31 12:00:00+01:00;Amsterdam-Vondelpark;NO2;43,2;4
2019-01-31 13:00:00+01:00;Amsterdam-Vondelpark;O3;17,3;2
2019-01-31 13:00:00+01:00;Amsterdam-Vondelpark;CO;317,4;2
2019-01-31 13:00:00+01:00;Amsterdam-Vondelpark;NO;9,1;1
2019-01-31 13:00:00+01:00;Amsterdam-Vondelpark;FN;1,13;2
2019-01-31 13:00:00+01:00;Amsterdam-Vondelpark;PM10;30,4;4
2019-01-31 13:00:00+01:00;Amsterdam-Vondelpark;PM25;25,4;4
2019-01-31 13:00:00+01:00;Amsterdam-Vondelpark;NO2;37,5;4
2019-01-31 14:00:00+01:00;Amsterdam-Vondelpark;CO;329,8;2
2019-01-31 14:00:00+01:00;Amsterdam-Vondelpark;NO;12,3;2
2019-01-31 14:00:00+01:00;Amsterdam-Vondelpark;O3;13,3;1
2019-01-31 14:00:00+01:00;Amsterdam-Vondelpark;FN;1,07;2
2019-01-31 14:00:00+01:00;Amsterdam-Vondelpark;PM10;28,2;3
2019-01-31 14:00:00+01:00;Amsterdam-Vondelpark;PM25;20,2;4
2019-01-31 14:00:00+01:00;Amsterdam-Vondelpark;NO2;44,6;4
2019-01-31 15:00:00+01:00;Amsterdam-Vondelpark;CO;301,4;2
2019-01-31 15:00:00+01:00;Amsterdam-Vondelpark;NO;8,5;1
2019-01-31 15:00:00+01:00;Amsterdam-Vondelpark;O3;15,2;2
2019-01-31 15:00:00+01:00;Amsterdam-Vondelpark;FN;0,96;1
2019-01-31 15:00:00+01:00;Amsterdam-Vondelpark;PM10;23,6;3
2019-01-31 15:00:00+01:00;Amsterdam-Vondelpark;PM25;26,3;4
2019-01-31 15:00:00+01:00;Amsterdam-Vondelpark;NO2;40,8;4
2019-01-31 16:00:00+01:00;Amsterdam-Vondelpark;NO;5,5;1
2019-01-31 16:00:00+01:00;Amsterdam-Vondelpark;PM10;28,9;3
2019-01-31 16:00:00+01:00;Amsterdam-Vondelpark;CO;283,3;2
2019-01-31 16:00:00+01:00;Amsterdam-Vondelpark;O3;18,2;2
2019-01-31 16:00:00+01:00;Amsterdam-Vondelpark;FN;0,94;1
2019-01-31 16:00:00+01:00;Amsterdam-Vondelpark;PM25;20,5;4
2019-01-31 16:00:00+01:00;Amsterdam-Vondelpark;NO2;36,6;4
2019-01-31 17:00:00+01:00;Amsterdam-Vondelpark;NO;3,2;1
2019-01-31 17:00:00+01:00;Amsterdam-Vondelpark;CO;265,2;2
2019-01-31 17:00:00+01:00;Amsterdam-Vondelpark;O3;21,0;2
2019-01-31 17:00:00+01:00;Amsterdam-Vondelpark;FN;0,89;1
2019-01-31 17:00:00+01:00;Amsterdam-Vondelpark;PM10;22,2;3
2019-01-31 17:00:00+01:00;Amsterdam-Vondelpark;NO2;42,6;4
2019-01-31 17:00:00+01:00;Amsterdam-Vondelpark;PM25;16,7;3
2019-01-31 18:00:00+01:00;Amsterdam-Vondelpark;NO;3,9;1
2019-01-31 18:00:00+01:00;Amsterdam-Vondelpark;CO;308,9;2
2019-01-31 18:00:00+01:00;Amsterdam-Vondelpark;O3;9,8;1
2019-01-31 18:00:00+01:00;Amsterdam-Vondelpark;FN;1,07;2
2019-01-31 18:00:00+01:00;Amsterdam-Vondelpark;PM10;22,2;3
2019-01-31 18:00:00+01:00;Amsterdam-Vondelpark;PM25;19,2;3
2019-01-31 18:00:00+01:00;Amsterdam-Vondelpark;NO2;55,9;5
2019-01-31 19:00:00+01:00;Amsterdam-Vondelpark;NO;2,4;1
2019-01-31 19:00:00+01:00;Amsterdam-Vondelpark;CO;321,1;2
2019-01-31 19:00:00+01:00;Amsterdam-Vondelpark;O3;15,1;2
2019-01-31 19:00:00+01:00;Amsterdam-Vondelpark;FN;1,11;2
2019-01-31 19:00:00+01:00;Amsterdam-Vondelpark;PM10;21,7;3
2019-01-31 19:00:00+01:00;Amsterdam-Vondelpark;PM25;13,1;2
2019-01-31 19:00:00+01:00;Amsterdam-Vondelpark;NO2;49,0;5
2019-01-31 20:00:00+01:00;Amsterdam-Vondelpark;NO;0,5;1
2019-01-31 20:00:00+01:00;Amsterdam-Vondelpark;CO;297,0;2
2019-01-31 20:00:00+01:00;Amsterdam-Vondelpark;O3;23,8;2
2019-01-31 20:00:00+01:00;Amsterdam-Vondelpark;FN;1,04;2
2019-01-31 20:00:00+01:00;Amsterdam-Vondelpark;PM10;21,5;3
2019-01-31 20:00:00+01:00;Amsterdam-Vondelpark;PM25;18,7;3
2019-01-31 20:00:00+01:00;Amsterdam-Vondelpark;NO2;39,6;4
2019-01-31 21:00:00+01:00;Amsterdam-Vondelpark;NO;0,6;1
2019-01-31 21:00:00+01:00;Amsterdam-Vondelpark;CO;294,5;2
2019-01-31 21:00:00+01:00;Amsterdam-Vondelpark;O3;26,1;2
2019-01-31 21:00:00+01:00;Amsterdam-Vondelpark;FN;0,97;1
2019-01-31 21:00:00+01:00;Amsterdam-Vondelpark;PM10;25,6;3
2019-01-31 21:00:00+01:00;Amsterdam-Vondelpark;PM25;25,3;4
2019-01-31 21:00:00+01:00;Amsterdam-Vondelpark;NO2;38,7;4
2019-01-31 22:00:00+01:00;Amsterdam-Vondelpark;NO;0,3;1
2019-01-31 22:00:00+01:00;Amsterdam-Vondelpark;O3;31,7;3
2019-01-31 22:00:00+01:00;Amsterdam-Vondelpark;FN;0,79;1
2019-01-31 22:00:00+01:00;Amsterdam-Vondelpark;PM10;31,9;4
2019-01-31 22:00:00+01:00;Amsterdam-Vondelpark;PM25;24,8;4
2019-01-31 22:00:00+01:00;Amsterdam-Vondelpark;NO2;35,1;4
2019-01-31 22:00:00+01:00;Amsterdam-Vondelpark;CO;342,5;2
2019-01-31 23:00:00+01:00;Amsterdam-Vondelpark;NO;0,7;1
2019-01-31 23:00:00+01:00;Amsterdam-Vondelpark;CO;335,9;2
2019-01-31 23:00:00+01:00;Amsterdam-Vondelpark;O3;29,0;2
2019-01-31 23:00:00+01:00;Amsterdam-Vondelpark;FN;0,74;1
2019-01-31 23:00:00+01:00;Amsterdam-Vondelpark;PM25;20,6;4
2019-01-31 23:00:00+01:00;Amsterdam-Vondelpark;NO2;36,6;4
2019-01-31 23:00:00+01:00;Amsterdam-Vondelpark;PM10;30,8;4
2019-02-01 00:00:00+01:00;Amsterdam-Vondelpark;NO;0,4;1
2019-02-01 00:00:00+01:00;Amsterdam-Vondelpark;CO;291,7;2
2019-02-01 00:00:00+01:00;Amsterdam-Vondelpark;O3;30,2;3
2019-02-01 00:00:00+01:00;Amsterdam-Vondelpark;FN;0,74;1
2019-02-01 00:00:00+01:00;Amsterdam-Vondelpark;PM10;23,2;3
2019-02-01 00:00:00+01:00;Amsterdam-Vondelpark;PM25;20,4;4
2019-02-01 00:00:00+01:00;Amsterdam-Vondelpark;NO2;29,7;3
2019-02-01 01:00:00+01:00;Amsterdam-Vondelpark;CO;297,8;2
2019-02-01 01:00:00+01:00;Amsterdam-Vondelpark;NO;0,5;1
2019-02-01 01:00:00+01:00;Amsterdam-Vondelpark;O3;23,1;2
2019-02-01 01:00:00+01:00;Amsterdam-Vondelpark;FN;0,87;1
2019-02-01 01:00:00+01:00;Amsterdam-Vondelpark;PM10;29,5;3
2019-02-01 01:00:00+01:00;Amsterdam-Vondelpark;PM25;24,3;4
2019-02-01 01:00:00+01:00;Amsterdam-Vondelpark;NO2;31,4;4
2019-02-01 02:00:00+01:00;Amsterdam-Vondelpark;CO;323,0;2
2019-02-01 02:00:00+01:00;Amsterdam-Vondelpark;NO;0,7;1
2019-02-01 02:00:00+01:00;Amsterdam-Vondelpark;O3;19,9;2
2019-02-01 02:00:00+01:00;Amsterdam-Vondelpark;FN;0,97;1
2019-02-01 02:00:00+01:00;Amsterdam-Vondelpark;PM10;29,9;3
2019-02-01 02:00:00+01:00;Amsterdam-Vondelpark;PM25;24,0;4
2019-02-01 02:00:00+01:00;Amsterdam-Vondelpark;NO2;32,3;4
2019-02-01 03:00:00+01:00;Amsterdam-Vondelpark;CO;318,0;2
2019-02-01 03:00:00+01:00;Amsterdam-Vondelpark;NO;0,7;1
2019-02-01 03:00:00+01:00;Amsterdam-Vondelpark;O3;21,2;2
2019-02-01 03:00:00+01:00;Amsterdam-Vondelpark;FN;0,99;1
2019-02-01 03:00:00+01:00;Amsterdam-Vondelpark;PM10;23,5;3
2019-02-01 03:00:00+01:00;Amsterdam-Vondelpark;NO2;30,3;4
2019-02-01 03:00:00+01:00;Amsterdam-Vondelpark;PM25;17,3;3
2019-02-01 04:00:00+01:00;Amsterdam-Vondelpark;CO;289,5;2
2019-02-01 04:00:00+01:00;Amsterdam-Vondelpark;NO;0,5;1
2019-02-01 04:00:00+01:00;Amsterdam-Vondelpark;O3;29,1;2
2019-02-01 04:00:00+01:00;Amsterdam-Vondelpark;FN;0,89;1
2019-02-01 04:00:00+01:00;Amsterdam-Vondelpark;PM10;22,2;3
2019-02-01 04:00:00+01:00;Amsterdam-Vondelpark;PM25;18,4;3
2019-02-01 04:00:00+01:00;Amsterdam-Vondelpark;NO2;24,8;3
2019-02-01 05:00:00+01:00;Amsterdam-Vondelpark;CO;268,4;2
2019-02-01 05:00:00+01:00;Amsterdam-Vondelpark;NO;0,3;1
2019-02-01 05:00:00+01:00;Amsterdam-Vondelpark;O3;34,8;3
2019-02-01 05:00:00+01:00;Amsterdam-Vondelpark;FN;0,75;1
2019-02-01 05:00:00+01:00;Amsterdam-Vondelpark;PM10;16,4;2
2019-02-01 05:00:00+01:00;Amsterdam-Vondelpark;PM25;15,2;3
2019-02-01 05:00:00+01:00;Amsterdam-Vondelpark;NO2;20,4;3
2019-02-01 06:00:00+01:00;Amsterdam-Vondelpark;CO;263,7;2
2019-02-01 06:00:00+01:00;Amsterdam-Vondelpark;NO;0,2;1
2019-02-01 06:00:00+01:00;Amsterdam-Vondelpark;O3;38,9;3
2019-02-01 06:00:00+01:00;Amsterdam-Vondelpark;FN;0,58;1
2019-02-01 06:00:00+01:00;Amsterdam-Vondelpark;PM10;18,0;2
2019-02-01 06:00:00+01:00;Amsterdam-Vondelpark;PM25;14,8;2
2019-02-01 06:00:00+01:00;Amsterdam-Vondelpark;NO2;18,0;2
2019-02-01 07:00:00+01:00;Amsterdam-Vondelpark;NO;0,5;1
2019-02-01 07:00:00+01:00;Amsterdam-Vondelpark;O3;34,6;3
2019-02-01 07:00:00+01:00;Amsterdam-Vondelpark;FN;0,54;1
2019-02-01 07:00:00+01:00;Amsterdam-Vondelpark;PM10;15,3;2
2019-02-01 07:00:00+01:00;Amsterdam-Vondelpark;PM25;14,1;2
2019-02-01 07:00:00+01:00;Amsterdam-Vondelpark;NO2;23,1;3
2019-02-01 07:00:00+01:00;Amsterdam-Vondelpark;CO;283,5;2
2019-02-01 08:00:00+01:00;Amsterdam-Vondelpark;NO;0,8;1
2019-02-01 08:00:00+01:00;Amsterdam-Vondelpark;O3;31,1;3
2019-02-01 08:00:00+01:00;Amsterdam-Vondelpark;FN;0,62;1
2019-02-01 08:00:00+01:00;Amsterdam-Vondelpark;PM10;15,8;2
2019-02-01 08:00:00+01:00;Amsterdam-Vondelpark;PM25;8,6;1
2019-02-01 08:00:00+01:00;Amsterdam-Vondelpark;NO2;26,7;3
2019-02-01 08:00:00+01:00;Amsterdam-Vondelpark;CO;283,1;2
2019-02-01 09:00:00+01:00;Amsterdam-Vondelpark;CO;317,2;2
2019-02-01 09:00:00+01:00;Amsterdam-Vondelpark;NO;1,3;1
2019-02-01 09:00:00+01:00;Amsterdam-Vondelpark;O3;26,6;2
2019-02-01 09:00:00+01:00;Amsterdam-Vondelpark;FN;0,73;1
2019-02-01 09:00:00+01:00;Amsterdam-Vondelpark;PM10;15,3;2
2019-02-01 09:00:00+01:00;Amsterdam-Vondelpark;PM25;6,4;1
2019-02-01 09:00:00+01:00;Amsterdam-Vondelpark;NO2;31,8;4
2019-02-01 10:00:00+01:00;Amsterdam-Vondelpark;CO;307,8;2
2019-02-01 10:00:00+01:00;Amsterdam-Vondelpark;NO;2,2;1
2019-02-01 10:00:00+01:00;Amsterdam-Vondelpark;O3;23,9;2
2019-02-01 10:00:00+01:00;Amsterdam-Vondelpark;FN;0,77;1
2019-02-01 10:00:00+01:00;Amsterdam-Vondelpark;PM10;18,6;2
2019-02-01 10:00:00+01:00;Amsterdam-Vondelpark;PM25;7,8;1
2019-02-01 10:00:00+01:00;Amsterdam-Vondelpark;NO2;33,7;4
2019-02-01 11:00:00+01:00;Amsterdam-Vondelpark;CO;291,3;2
2019-02-01 11:00:00+01:00;Amsterdam-Vondelpark;NO;3,5;1
2019-02-01 11:00:00+01:00;Amsterdam-Vondelpark;O3;24,3;2
2019-02-01 11:00:00+01:00;Amsterdam-Vondelpark;FN;0,84;1
2019-02-01 11:00:00+01:00;Amsterdam-Vondelpark;PM10;22,4;3
2019-02-01 11:00:00+01:00;Amsterdam-Vondelpark;PM25;8,0;1
2019-02-01 11:00:00+01:00;Amsterdam-Vondelpark;NO2;32,3;4
2019-02-01 12:00:00+01:00;Amsterdam-Vondelpark;CO;293,4;2
2019-02-01 12:00:00+01:00;Amsterdam-Vondelpark;NO;4,4;1
2019-02-01 12:00:00+01:00;Amsterdam-Vondelpark;O3;23,3;2
2019-02-01 12:00:00+01:00;Amsterdam-Vondelpark;FN;0,92;1
