,tijdstip;locatie;component;waarde;LKI
2019-07-19 00:00:00+02:00;Amsterdam-Vondelpark;O3;34,0;3
2019-07-19 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,3;1
2019-07-19 00:00:00+02:00;Amsterdam-Vondelpark;PM10;7,9;1
2019-07-19 00:00:00+02:00;Amsterdam-Vondelpark;PM25;5,6;1
2019-07-19 00:00:00+02:00;Amsterdam-Vondelpark;NO2;10,0;2
2019-07-19 01:00:00+02:00;Amsterdam-Vondelpark;NO2;11,1;2
2019-07-19 01:00:00+02:00;Amsterdam-Vondelpark;CO;307,9;2
2019-07-19 01:00:00+02:00;Amsterdam-Vondelpark;PM25;5,5;1
2019-07-19 01:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-07-19 01:00:00+02:00;Amsterdam-Vondelpark;O3;28,7;2
2019-07-19 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,3;1
2019-07-19 01:00:00+02:00;Amsterdam-Vondelpark;PM10;8,0;1
2019-07-19 02:00:00+02:00;Amsterdam-Vondelpark;O3;21,6;2
2019-07-19 02:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-19 02:00:00+02:00;Amsterdam-Vondelpark;FN;0,32;1
2019-07-19 02:00:00+02:00;Amsterdam-Vondelpark;PM10;10,2;2
2019-07-19 02:00:00+02:00;Amsterdam-Vondelpark;PM25;6,2;1
2019-07-19 02:00:00+02:00;Amsterdam-Vondelpark;NO2;10,5;2
2019-07-19 02:00:00+02:00;Amsterdam-Vondelpark;CO;309,6;2
2019-07-19 03:00:00+02:00;Amsterdam-Vondelpark;O3;13,3;1
2019-07-19 03:00:00+02:00;Amsterdam-Vondelpark;CO;311,7;2
2019-07-19 03:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2019-07-19 03:00:00+02:00;Amsterdam-Vondelpark;FN;0,42;1
2019-07-19 03:00:00+02:00;Amsterdam-Vondelpark;PM10;12,7;2
2019-07-19 03:00:00+02:00;Amsterdam-Vondelpark;PM25;6,2;1
2019-07-19 03:00:00+02:00;Amsterdam-Vondelpark;NO2;16,1;2
2019-07-19 04:00:00+02:00;Amsterdam-Vondelpark;O3;9,6;1
2019-07-19 04:00:00+02:00;Amsterdam-Vondelpark;CO;311,2;2
2019-07-19 04:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2019-07-19 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,49;1
2019-07-19 04:00:00+02:00;Amsterdam-Vondelpark;PM10;11,2;2
2019-07-19 04:00:00+02:00;Amsterdam-Vondelpark;NO2;16,1;2
2019-07-19 04:00:00+02:00;Amsterdam-Vondelpark;PM25;5,1;1
2019-07-19 05:00:00+02:00;Amsterdam-Vondelpark;O3;5,3;1
2019-07-19 05:00:00+02:00;Amsterdam-Vondelpark;CO;311,3;2
2019-07-19 05:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2019-07-19 05:00:00+02:00;Amsterdam-Vondelpark;FN;0,51;1
2019-07-19 05:00:00+02:00;Amsterdam-Vondelpark;PM10;6,9;1
2019-07-19 05:00:00+02:00;Amsterdam-Vondelpark;PM25;7,8;1
2019-07-19 05:00:00+02:00;Amsterdam-Vondelpark;NO2;16,8;2
2019-07-19 06:00:00+02:00;Amsterdam-Vondelpark;O3;1,2;1
2019-07-19 06:00:00+02:00;Amsterdam-Vondelpark;CO;315,9;2
2019-07-19 06:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2019-07-19 06:00:00+02:00;Amsterdam-Vondelpark;PM10;7,0;1
2019-07-19 06:00:00+02:00;Amsterdam-Vondelpark;PM25;7,2;1
2019-07-19 06:00:00+02:00;Amsterdam-Vondelpark;NO2;19,3;2
2019-07-19 06:00:00+02:00;Amsterdam-Vondelpark;FN;0,59;1
2019-07-19 07:00:00+02:00;Amsterdam-Vondelpark;CO;329,5;2
2019-07-19 07:00:00+02:00;Amsterdam-Vondelpark;NO;4,4;1
2019-07-19 07:00:00+02:00;Amsterdam-Vondelpark;O3;1,6;1
2019-07-19 07:00:00+02:00;Amsterdam-Vondelpark;PM10;8,8;1
2019-07-19 07:00:00+02:00;Amsterdam-Vondelpark;PM25;4,9;1
2019-07-19 07:00:00+02:00;Amsterdam-Vondelpark;NO2;17,6;2
2019-07-19 07:00:00+02:00;Amsterdam-Vondelpark;FN;0,65;1
2019-07-19 08:00:00+02:00;Amsterdam-Vondelpark;CO;354,8;2
2019-07-19 08:00:00+02:00;Amsterdam-Vondelpark;NO;10,3;2
2019-07-19 08:00:00+02:00;Amsterdam-Vondelpark;O3;4,0;1
2019-07-19 08:00:00+02:00;Amsterdam-Vondelpark;FN;0,82;1
2019-07-19 08:00:00+02:00;Amsterdam-Vondelpark;PM10;11,3;2
2019-07-19 08:00:00+02:00;Amsterdam-Vondelpark;PM25;7,5;1
2019-07-19 08:00:00+02:00;Amsterdam-Vondelpark;NO2;21,0;3
2019-07-19 09:00:00+02:00;Amsterdam-Vondelpark;CO;370,1;2
2019-07-19 09:00:00+02:00;Amsterdam-Vondelpark;NO;9,8;1
2019-07-19 09:00:00+02:00;Amsterdam-Vondelpark;O3;15,7;2
2019-07-19 09:00:00+02:00;Amsterdam-Vondelpark;FN;0,88;1
2019-07-19 09:00:00+02:00;Amsterdam-Vondelpark;PM10;20,7;3
2019-07-19 09:00:00+02:00;Amsterdam-Vondelpark;PM25;10,1;2
2019-07-19 09:00:00+02:00;Amsterdam-Vondelpark;NO2;27,6;3
2019-07-19 10:00:00+02:00;Amsterdam-Vondelpark;CO;404,3;2
2019-07-19 10:00:00+02:00;Amsterdam-Vondelpark;NO;11,2;2
2019-07-19 10:00:00+02:00;Amsterdam-Vondelpark;O3;20,9;2
2019-07-19 10:00:00+02:00;Amsterdam-Vondelpark;FN;1,05;2
2019-07-19 10:00:00+02:00;Amsterdam-Vondelpark;PM10;19,4;2
2019-07-19 10:00:00+02:00;Amsterdam-Vondelpark;PM25;16,2;3
2019-07-19 10:00:00+02:00;Amsterdam-Vondelpark;NO2;32,5;4
2019-07-19 11:00:00+02:00;Amsterdam-Vondelpark;CO;314,2;2
2019-07-19 11:00:00+02:00;Amsterdam-Vondelpark;NO;3,6;1
2019-07-19 11:00:00+02:00;Amsterdam-Vondelpark;O3;43,0;4
2019-07-19 11:00:00+02:00;Amsterdam-Vondelpark;FN;0,54;1
2019-07-19 11:00:00+02:00;Amsterdam-Vondelpark;PM25;8,1;1
2019-07-19 11:00:00+02:00;Amsterdam-Vondelpark;NO2;17,8;2
2019-07-19 11:00:00+02:00;Amsterdam-Vondelpark;PM10;20,4;3
2019-07-19 12:00:00+02:00;Amsterdam-Vondelpark;CO;297,5;2
2019-07-19 12:00:00+02:00;Amsterdam-Vondelpark;NO;2,8;1
2019-07-19 12:00:00+02:00;Amsterdam-Vondelpark;O3;47,0;4
2019-07-19 12:00:00+02:00;Amsterdam-Vondelpark;FN;0,56;1
2019-07-19 12:00:00+02:00;Amsterdam-Vondelpark;PM10;18,5;2
2019-07-19 12:00:00+02:00;Amsterdam-Vondelpark;PM25;8,5;1
2019-07-19 12:00:00+02:00;Amsterdam-Vondelpark;NO2;14,8;2
2019-07-19 13:00:00+02:00;Amsterdam-Vondelpark;CO;295,1;2
2019-07-19 13:00:00+02:00;Amsterdam-Vondelpark;NO;1,5;1
2019-07-19 13:00:00+02:00;Amsterdam-Vondelpark;O3;57,0;4
2019-07-19 13:00:00+02:00;Amsterdam-Vondelpark;FN;0,49;1
2019-07-19 13:00:00+02:00;Amsterdam-Vondelpark;PM10;22,5;3
2019-07-19 13:00:00+02:00;Amsterdam-Vondelpark;PM25;18,5;3
2019-07-19 13:00:00+02:00;Amsterdam-Vondelpark;NO2;11,0;2
2019-07-19 14:00:00+02:00;Amsterdam-Vondelpark;CO;290,0;2
2019-07-19 14:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2019-07-19 14:00:00+02:00;Amsterdam-Vondelpark;O3;60,2;5
2019-07-19 14:00:00+02:00;Amsterdam-Vondelpark;FN;0,52;1
2019-07-19 14:00:00+02:00;Amsterdam-Vondelpark;PM10;19,4;2
2019-07-19 14:00:00+02:00;Amsterdam-Vondelpark;PM25;12,3;2
2019-07-19 14:00:00+02:00;Amsterdam-Vondelpark;NO2;11,4;2
2019-07-19 15:00:00+02:00;Amsterdam-Vondelpark;CO;318,4;2
2019-07-19 15:00:00+02:00;Amsterdam-Vondelpark;NO;1,0;1
2019-07-19 15:00:00+02:00;Amsterdam-Vondelpark;O3;53,5;4
2019-07-19 15:00:00+02:00;Amsterdam-Vondelpark;FN;0,64;1
2019-07-19 15:00:00+02:00;Amsterdam-Vondelpark;PM10;19,6;2
2019-07-19 15:00:00+02:00;Amsterdam-Vondelpark;PM25;13,1;2
2019-07-19 15:00:00+02:00;Amsterdam-Vondelpark;NO2;18,1;2
2019-07-19 16:00:00+02:00;Amsterdam-Vondelpark;NO2;23,1;3
2019-07-19 16:00:00+02:00;Amsterdam-Vondelpark;CO;328,1;2
2019-07-19 16:00:00+02:00;Amsterdam-Vondelpark;NO;2,5;1
2019-07-19 16:00:00+02:00;Amsterdam-Vondelpark;FN;0,78;1
2019-07-19 16:00:00+02:00;Amsterdam-Vondelpark;PM10;21,7;3
2019-07-19 16:00:00+02:00;Amsterdam-Vondelpark;PM25;13,8;2
2019-07-19 16:00:00+02:00;Amsterdam-Vondelpark;O3;52,2;4
2019-07-19 17:00:00+02:00;Amsterdam-Vondelpark;CO;300,1;2
2019-07-19 17:00:00+02:00;Amsterdam-Vondelpark;NO;1,1;1
2019-07-19 17:00:00+02:00;Amsterdam-Vondelpark;O3;66,8;5
2019-07-19 17:00:00+02:00;Amsterdam-Vondelpark;FN;0,49;1
2019-07-19 17:00:00+02:00;Amsterdam-Vondelpark;PM10;10,2;2
2019-07-19 17:00:00+02:00;Amsterdam-Vondelpark;PM25;9,7;1
2019-07-19 17:00:00+02:00;Amsterdam-Vondelpark;NO2;13,3;2
2019-07-19 18:00:00+02:00;Amsterdam-Vondelpark;CO;295,7;2
2019-07-19 18:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2019-07-19 18:00:00+02:00;Amsterdam-Vondelpark;O3;72,5;5
2019-07-19 18:00:00+02:00;Amsterdam-Vondelpark;FN;0,42;1
2019-07-19 18:00:00+02:00;Amsterdam-Vondelpark;PM10;10,1;2
2019-07-19 18:00:00+02:00;Amsterdam-Vondelpark;PM25;7,0;1
2019-07-19 18:00:00+02:00;Amsterdam-Vondelpark;NO2;8,7;1
2019-07-19 19:00:00+02:00;Amsterdam-Vondelpark;CO;329,7;2
2019-07-19 19:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2019-07-19 19:00:00+02:00;Amsterdam-Vondelpark;O3;68,9;5
2019-07-19 19:00:00+02:00;Amsterdam-Vondelpark;PM10;10,3;2
2019-07-19 19:00:00+02:00;Amsterdam-Vondelpark;FN;0,43;1
2019-07-19 19:00:00+02:00;Amsterdam-Vondelpark;PM25;7,4;1
2019-07-19 19:00:00+02:00;Amsterdam-Vondelpark;NO2;10,8;2
2019-07-19 20:00:00+02:00;Amsterdam-Vondelpark;CO;369,3;2
2019-07-19 20:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-19 20:00:00+02:00;Amsterdam-Vondelpark;O3;69,5;5
2019-07-19 20:00:00+02:00;Amsterdam-Vondelpark;PM10;11,8;2
2019-07-19 20:00:00+02:00;Amsterdam-Vondelpark;FN;0,55;1
2019-07-19 20:00:00+02:00;Amsterdam-Vondelpark;PM25;9,2;1
2019-07-19 20:00:00+02:00;Amsterdam-Vondelpark;NO2;12,1;2
2019-07-19 21:00:00+02:00;Amsterdam-Vondelpark;CO;311,6;2
2019-07-19 21:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-07-19 21:00:00+02:00;Amsterdam-Vondelpark;O3;68,8;5
2019-07-19 21:00:00+02:00;Amsterdam-Vondelpark;FN;0,45;1
2019-07-19 21:00:00+02:00;Amsterdam-Vondelpark;PM10;21,1;3
2019-07-19 21:00:00+02:00;Amsterdam-Vondelpark;PM25;9,7;1
2019-07-19 21:00:00+02:00;Amsterdam-Vondelpark;NO2;10,0;2
2019-07-19 22:00:00+02:00;Amsterdam-Vondelpark;CO;328,9;2
2019-07-19 22:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-07-19 22:00:00+02:00;Amsterdam-Vondelpark;O3;56,9;4
2019-07-19 22:00:00+02:00;Amsterdam-Vondelpark;FN;0,49;1
2019-07-19 22:00:00+02:00;Amsterdam-Vondelpark;PM10;24,0;3
2019-07-19 22:00:00+02:00;Amsterdam-Vondelpark;NO2;13,8;2
2019-07-19 22:00:00+02:00;Amsterdam-Vondelpark;PM25;7,1;1
2019-07-19 23:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-07-19 23:00:00+02:00;Amsterdam-Vondelpark;CO;341,8;2
2019-07-19 23:00:00+02:00;Amsterdam-Vondelpark;O3;43,7;4
2019-07-19 23:00:00+02:00;Amsterdam-Vondelpark;FN;0,58;1
2019-07-19 23:00:00+02:00;Amsterdam-Vondelpark;PM10;15,8;2
2019-07-19 23:00:00+02:00;Amsterdam-Vondelpark;PM25;8,8;1
2019-07-19 23:00:00+02:00;Amsterdam-Vondelpark;NO2;24,9;3
2019-07-20 00:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-07-20 00:00:00+02:00;Amsterdam-Vondelpark;CO;346,1;2
2019-07-20 00:00:00+02:00;Amsterdam-Vondelpark;PM25;10,4;2
2019-07-20 00:00:00+02:00;Amsterdam-Vondelpark;O3;40,6;4
2019-07-20 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,66;1
2019-07-20 00:00:00+02:00;Amsterdam-Vondelpark;PM10;19,5;2
2019-07-20 00:00:00+02:00;Amsterdam-Vondelpark;NO2;24,8;3
2019-07-20 01:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-07-20 01:00:00+02:00;Amsterdam-Vondelpark;NO2;22,1;3
2019-07-20 01:00:00+02:00;Amsterdam-Vondelpark;CO;412,2;2
2019-07-20 01:00:00+02:00;Amsterdam-Vondelpark;O3;27,9;2
2019-07-20 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,83;1
2019-07-20 01:00:00+02:00;Amsterdam-Vondelpark;PM10;14,7;2
2019-07-20 01:00:00+02:00;Amsterdam-Vondelpark;PM25;9,5;1
2019-07-20 02:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-20 02:00:00+02:00;Amsterdam-Vondelpark;O3;21,8;2
2019-07-20 02:00:00+02:00;Amsterdam-Vondelpark;FN;0,95;1
2019-07-20 02:00:00+02:00;Amsterdam-Vondelpark;PM10;13,4;2
2019-07-20 02:00:00+02:00;Amsterdam-Vondelpark;PM25;9,6;1
2019-07-20 02:00:00+02:00;Amsterdam-Vondelpark;NO2;24,5;3
2019-07-20 02:00:00+02:00;Amsterdam-Vondelpark;CO;446,0;2
2019-07-20 03:00:00+02:00;Amsterdam-Vondelpark;CO;434,4;2
2019-07-20 03:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-07-20 03:00:00+02:00;Amsterdam-Vondelpark;O3;20,1;2
2019-07-20 03:00:00+02:00;Amsterdam-Vondelpark;FN;1,01;2
2019-07-20 03:00:00+02:00;Amsterdam-Vondelpark;PM25;10,5;2
2019-07-20 03:00:00+02:00;Amsterdam-Vondelpark;NO2;22,6;3
2019-07-20 03:00:00+02:00;Amsterdam-Vondelpark;PM10;16,5;2
2019-07-20 04:00:00+02:00;Amsterdam-Vondelpark;CO;367,1;2
2019-07-20 04:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-07-20 04:00:00+02:00;Amsterdam-Vondelpark;O3;34,8;3
2019-07-20 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,9;1
2019-07-20 04:00:00+02:00;Amsterdam-Vondelpark;PM10;19,6;2
2019-07-20 04:00:00+02:00;Amsterdam-Vondelpark;NO2;18,8;2
2019-07-20 04:00:00+02:00;Amsterdam-Vondelpark;PM25;15,9;3
2019-07-20 05:00:00+02:00;Amsterdam-Vondelpark;CO;326,2;2
2019-07-20 05:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-20 05:00:00+02:00;Amsterdam-Vondelpark;O3;44,1;4
2019-07-20 05:00:00+02:00;Amsterdam-Vondelpark;FN;0,7;1
2019-07-20 05:00:00+02:00;Amsterdam-Vondelpark;PM25;8,7;1
2019-07-20 05:00:00+02:00;Amsterdam-Vondelpark;NO2;16,4;2
2019-07-20 05:00:00+02:00;Amsterdam-Vondelpark;PM10;16,0;2
2019-07-20 06:00:00+02:00;Amsterdam-Vondelpark;CO;307,8;2
2019-07-20 06:00:00+02:00;Amsterdam-Vondelpark;O3;46,9;4
2019-07-20 06:00:00+02:00;Amsterdam-Vondelpark;FN;0,57;1
2019-07-20 06:00:00+02:00;Amsterdam-Vondelpark;PM10;16,0;2
2019-07-20 06:00:00+02:00;Amsterdam-Vondelpark;PM25;8,7;1
2019-07-20 06:00:00+02:00;Amsterdam-Vondelpark;NO2;12,9;2
2019-07-20 06:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-07-20 07:00:00+02:00;Amsterdam-Vondelpark;CO;304,5;2
2019-07-20 07:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-07-20 07:00:00+02:00;Amsterdam-Vondelpark;FN;0,53;1
2019-07-20 07:00:00+02:00;Amsterdam-Vondelpark;O3;45,6;4
2019-07-20 07:00:00+02:00;Amsterdam-Vondelpark;PM10;11,5;2
2019-07-20 07:00:00+02:00;Amsterdam-Vondelpark;PM25;9,0;1
2019-07-20 07:00:00+02:00;Amsterdam-Vondelpark;NO2;12,9;2
2019-07-20 08:00:00+02:00;Amsterdam-Vondelpark;CO;306,2;2
2019-07-20 08:00:00+02:00;Amsterdam-Vondelpark;FN;0,5;1
2019-07-20 08:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2019-07-20 08:00:00+02:00;Amsterdam-Vondelpark;O3;43,2;4
2019-07-20 08:00:00+02:00;Amsterdam-Vondelpark;PM10;15,4;2
2019-07-20 08:00:00+02:00;Amsterdam-Vondelpark;NO2;12,1;2
2019-07-20 08:00:00+02:00;Amsterdam-Vondelpark;PM25;10,0;2
2019-07-20 09:00:00+02:00;Amsterdam-Vondelpark;FN;0,64;1
2019-07-20 09:00:00+02:00;Amsterdam-Vondelpark;CO;332,4;2
2019-07-20 09:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2019-07-20 09:00:00+02:00;Amsterdam-Vondelpark;O3;35,6;3
2019-07-20 09:00:00+02:00;Amsterdam-Vondelpark;PM10;18,3;2
2019-07-20 09:00:00+02:00;Amsterdam-Vondelpark;PM25;11,1;2
2019-07-20 09:00:00+02:00;Amsterdam-Vondelpark;NO2;18,6;2
2019-07-20 10:00:00+02:00;Amsterdam-Vondelpark;CO;350,3;2
2019-07-20 10:00:00+02:00;Amsterdam-Vondelpark;NO;0,9;1
2019-07-20 10:00:00+02:00;Amsterdam-Vondelpark;O3;39,0;3
2019-07-20 10:00:00+02:00;Amsterdam-Vondelpark;FN;0,57;1
2019-07-20 10:00:00+02:00;Amsterdam-Vondelpark;PM10;5,1;1
2019-07-20 10:00:00+02:00;Amsterdam-Vondelpark;PM25;8,6;1
2019-07-20 10:00:00+02:00;Amsterdam-Vondelpark;NO2;18,3;2
2019-07-20 11:00:00+02:00;Amsterdam-Vondelpark;CO;356,8;2
2019-07-20 11:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2019-07-20 11:00:00+02:00;Amsterdam-Vondelpark;O3;43,2;4
2019-07-20 11:00:00+02:00;Amsterdam-Vondelpark;FN;0,47;1
2019-07-20 11:00:00+02:00;Amsterdam-Vondelpark;PM10;7,4;1
2019-07-20 11:00:00+02:00;Amsterdam-Vondelpark;PM25;6,5;1
2019-07-20 11:00:00+02:00;Amsterdam-Vondelpark;NO2;15,3;2
2019-07-20 12:00:00+02:00;Amsterdam-Vondelpark;CO;346,9;2
2019-07-20 12:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-20 12:00:00+02:00;Amsterdam-Vondelpark;O3;50,4;4
2019-07-20 12:00:00+02:00;Amsterdam-Vondelpark;FN;0,41;1
2019-07-20 12:00:00+02:00;Amsterdam-Vondelpark;PM25;7,7;1
2019-07-20 12:00:00+02:00;Amsterdam-Vondelpark;NO2;12,2;2
2019-07-20 12:00:00+02:00;Amsterdam-Vondelpark;PM10;7,4;1
2019-07-20 13:00:00+02:00;Amsterdam-Vondelpark;CO;347,4;2
2019-07-20 13:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2019-07-20 13:00:00+02:00;Amsterdam-Vondelpark;O3;52,8;4
2019-07-20 13:00:00+02:00;Amsterdam-Vondelpark;FN;0,37;1
2019-07-20 13:00:00+02:00;Amsterdam-Vondelpark;PM10;7,0;1
2019-07-20 13:00:00+02:00;Amsterdam-Vondelpark;PM25;6,3;1
2019-07-20 13:00:00+02:00;Amsterdam-Vondelpark;NO2;11,9;2
2019-07-20 14:00:00+02:00;Amsterdam-Vondelpark;CO;341,2;2
2019-07-20 14:00:00+02:00;Amsterdam-Vondelpark;NO;1,9;1
2019-07-20 14:00:00+02:00;Amsterdam-Vondelpark;O3;55,7;4
2019-07-20 14:00:00+02:00;Amsterdam-Vondelpark;PM10;5,1;1
2019-07-20 14:00:00+02:00;Amsterdam-Vondelpark;PM25;7,9;1
2019-07-20 14:00:00+02:00;Amsterdam-Vondelpark;NO2;10,9;2
2019-07-20 14:00:00+02:00;Amsterdam-Vondelpark;FN;0,31;1
2019-07-20 15:00:00+02:00;Amsterdam-Vondelpark;CO;317,9;2
2019-07-20 15:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2019-07-20 15:00:00+02:00;Amsterdam-Vondelpark;O3;61,3;5
2019-07-20 15:00:00+02:00;Amsterdam-Vondelpark;FN;0,32;1
2019-07-20 15:00:00+02:00;Amsterdam-Vondelpark;PM10;4,6;1
2019-07-20 15:00:00+02:00;Amsterdam-Vondelpark;PM25;4,8;1
2019-07-20 15:00:00+02:00;Amsterdam-Vondelpark;NO2;6,8;1
2019-07-20 16:00:00+02:00;Amsterdam-Vondelpark;CO;328,3;2
2019-07-20 16:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-20 16:00:00+02:00;Amsterdam-Vondelpark;O3;73,8;5
2019-07-20 16:00:00+02:00;Amsterdam-Vondelpark;FN;0,42;1
2019-07-20 16:00:00+02:00;Amsterdam-Vondelpark;PM10;6,7;1
2019-07-20 16:00:00+02:00;Amsterdam-Vondelpark;PM25;5,0;1
2019-07-20 16:00:00+02:00;Amsterdam-Vondelpark;NO2;7,3;1
2019-07-20 17:00:00+02:00;Amsterdam-Vondelpark;PM25;9,0;1
2019-07-20 17:00:00+02:00;Amsterdam-Vondelpark;CO;355,8;2
2019-07-20 17:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-20 17:00:00+02:00;Amsterdam-Vondelpark;O3;69,2;5
2019-07-20 17:00:00+02:00;Amsterdam-Vondelpark;FN;0,57;1
2019-07-20 17:00:00+02:00;Amsterdam-Vondelpark;PM10;8,9;1
2019-07-20 17:00:00+02:00;Amsterdam-Vondelpark;NO2;9,4;1
2019-07-20 18:00:00+02:00;Amsterdam-Vondelpark;CO;376,2;2
2019-07-20 18:00:00+02:00;Amsterdam-Vondelpark;NO;1,0;1
2019-07-20 18:00:00+02:00;Amsterdam-Vondelpark;O3;56,0;4
2019-07-20 18:00:00+02:00;Amsterdam-Vondelpark;FN;0,56;1
2019-07-20 18:00:00+02:00;Amsterdam-Vondelpark;PM10;12,5;2
2019-07-20 18:00:00+02:00;Amsterdam-Vondelpark;NO2;13,5;2
2019-07-20 18:00:00+02:00;Amsterdam-Vondelpark;PM25;10,5;2
2019-07-20 19:00:00+02:00;Amsterdam-Vondelpark;CO;319,5;2
2019-07-20 19:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2019-07-20 19:00:00+02:00;Amsterdam-Vondelpark;NO2;5,0;1
2019-07-20 19:00:00+02:00;Amsterdam-Vondelpark;O3;57,5;4
2019-07-20 19:00:00+02:00;Amsterdam-Vondelpark;PM10;8,7;1
2019-07-20 19:00:00+02:00;Amsterdam-Vondelpark;FN;0,15;1
2019-07-20 19:00:00+02:00;Amsterdam-Vondelpark;PM25;9,7;1
2019-07-20 20:00:00+02:00;Amsterdam-Vondelpark;CO;299,3;2
2019-07-20 20:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-07-20 20:00:00+02:00;Amsterdam-Vondelpark;O3;74,0;5
2019-07-20 20:00:00+02:00;Amsterdam-Vondelpark;FN;0,16;1
2019-07-20 20:00:00+02:00;Amsterdam-Vondelpark;PM25;7,5;1
2019-07-20 20:00:00+02:00;Amsterdam-Vondelpark;PM10;8,6;1
2019-07-20 20:00:00+02:00;Amsterdam-Vondelpark;NO2;2,5;1
2019-07-20 21:00:00+02:00;Amsterdam-Vondelpark;CO;299,3;2
2019-07-20 21:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-07-20 21:00:00+02:00;Amsterdam-Vondelpark;O3;68,1;5
2019-07-20 21:00:00+02:00;Amsterdam-Vondelpark;FN;0,13;1
2019-07-20 21:00:00+02:00;Amsterdam-Vondelpark;NO2;4,1;1
2019-07-20 21:00:00+02:00;Amsterdam-Vondelpark;PM25;7,2;1
2019-07-20 21:00:00+02:00;Amsterdam-Vondelpark;PM10;12,3;2
2019-07-20 22:00:00+02:00;Amsterdam-Vondelpark;CO;300,1;2
2019-07-20 22:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-07-20 22:00:00+02:00;Amsterdam-Vondelpark;O3;65,4;5
2019-07-20 22:00:00+02:00;Amsterdam-Vondelpark;FN;0,2;1
2019-07-20 22:00:00+02:00;Amsterdam-Vondelpark;PM10;13,4;2
2019-07-20 22:00:00+02:00;Amsterdam-Vondelpark;PM25;6,0;1
2019-07-20 22:00:00+02:00;Amsterdam-Vondelpark;NO2;5,6;1
2019-07-20 23:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-07-20 23:00:00+02:00;Amsterdam-Vondelpark;O3;57,1;4
2019-07-20 23:00:00+02:00;Amsterdam-Vondelpark;FN;0,29;1
2019-07-20 23:00:00+02:00;Amsterdam-Vondelpark;PM10;20,4;3
2019-07-20 23:00:00+02:00;Amsterdam-Vondelpark;PM25;10,4;2
2019-07-20 23:00:00+02:00;Amsterdam-Vondelpark;NO2;11,6;2
2019-07-20 23:00:00+02:00;Amsterdam-Vondelpark;CO;312,9;2
2019-07-21 00:00:00+02:00;Amsterdam-Vondelpark;CO;306,9;2
2019-07-21 00:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-07-21 00:00:00+02:00;Amsterdam-Vondelpark;O3;55,9;4
2019-07-21 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,27;1
2019-07-21 00:00:00+02:00;Amsterdam-Vondelpark;PM10;19,1;2
2019-07-21 00:00:00+02:00;Amsterdam-Vondelpark;PM25;11,7;2
2019-07-21 00:00:00+02:00;Amsterdam-Vondelpark;NO2;10,5;2
2019-07-21 01:00:00+02:00;Amsterdam-Vondelpark;CO;299,5;2
2019-07-21 01:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-07-21 01:00:00+02:00;Amsterdam-Vondelpark;O3;51,0;4
2019-07-21 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,26;1
